anggota_kk,pendapatan,kondisi_rumah,sumber_air_minum,akses_listrik,kepemilikan_aset,pekerjaan,status_kepemilikan_rumah,penghasilan_dibawah_ump,aset_produktif,akses_pendidikan,akses_kesehatan,akses_sanitasi,akses_listrik_ump,rumah_tidak_layak_huni,skor_kemiskinan,kategori_asesmen,rekomendasi_bantuan
4,641801,Semi Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Pegawai Swasta,Milik Sendiri,1,0,1,1,0,0,0,60,Miskin,PKH
6,4993558,Semi Permanen,Sungai,Listrik Non-PLN,Ada,Buruh Harian Lepas,Sewa,0,1,0,0,1,0,0,30,Rentan Miskin,BLT
3,3421747,Tidak Permanen,Sumur,PLN,Ada,Pedagang Kecil,Sewa,1,1,1,1,0,0,1,75,Sangat Miskin,Bantuan Sembako
2,5242160,Tidak Permanen,Sungai,PLN,Ada,Buruh Harian Lepas,Milik Sendiri,0,0,1,0,1,0,1,50,Miskin,PKH
1,7774414,Semi Permanen,Sungai,PLN,Tidak Ada,Petani,Milik Sendiri,0,0,1,1,0,0,0,40,Rentan Miskin,BLT
3,5290974,Permanen,Sumur,Tidak Ada,Ada,Petani,Sewa,0,1,0,1,1,1,0,15,Tidak Miskin,Tidak Layak Menerima
4,2911319,Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Pegawai Swasta,Milik Sendiri,1,1,1,1,0,0,0,50,Miskin,PKH
7,6106399,Permanen,PAM,Tidak Ada,Tidak Ada,Pedagang Kecil,Kontrak,0,0,0,0,0,1,0,40,Rentan Miskin,BLT
8,5203202,Tidak Permanen,Sumur,Tidak Ada,Ada,Pedagang Kecil,Sewa,0,0,0,1,0,1,1,60,Miskin,PKH
6,1862476,Tidak Permanen,PAM,PLN,Ada,Pedagang Kecil,Sewa,1,0,1,1,1,0,1,80,Sangat Miskin,Bantuan Sembako
5,8221746,Permanen,Sumur,PLN,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,0,1,1,0,0,0,0,35,Rentan Miskin,BLT
1,3401859,Tidak Permanen,Sungai,Tidak Ada,Ada,Pegawai Swasta,Kontrak,1,1,0,0,0,1,1,65,Miskin,PKH
3,5414586,Semi Permanen,Sungai,PLN,Ada,Pedagang Kecil,Kontrak,0,0,0,0,1,0,0,35,Rentan Miskin,BLT
4,3130281,Semi Permanen,PAM,PLN,Tidak Ada,Pegawai Swasta,Milik Sendiri,1,1,0,0,0,0,0,50,Miskin,PKH
5,1858938,Tidak Permanen,PAM,Tidak Ada,Ada,Pedagang Kecil,Sewa,1,0,1,1,0,1,1,80,Sangat Miskin,Bantuan Sembako
8,6904800,Semi Permanen,PAM,PLN,Ada,Petani,Kontrak,0,1,1,1,0,0,0,40,Rentan Miskin,BLT
2,5911278,Semi Permanen,Sungai,Tidak Ada,Ada,Pedagang Kecil,Milik Sendiri,0,0,1,1,1,1,0,20,Tidak Miskin,Tidak Layak Menerima
1,2559227,Permanen,Sungai,Listrik Non-PLN,Ada,Pegawai Swasta,Kontrak,1,0,1,0,0,0,0,65,Miskin,PKH
2,7092705,Semi Permanen,PAM,Tidak Ada,Ada,Pegawai Swasta,Kontrak,0,0,1,1,1,1,0,25,Tidak Miskin,Tidak Layak Menerima
6,8360606,Semi Permanen,PAM,Tidak Ada,Tidak Ada,Pedagang Kecil,Kontrak,0,0,0,0,0,1,0,40,Rentan Miskin,BLT
7,1047121,Permanen,Sungai,Tidak Ada,Ada,Pedagang Kecil,Milik Sendiri,1,1,1,1,0,1,0,45,Rentan Miskin,BLT
3,1767746,Tidak Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Pedagang Kecil,Milik Sendiri,1,1,1,1,0,0,1,70,Sangat Miskin,Bantuan Sembako
4,7397049,Permanen,PAM,Tidak Ada,Tidak Ada,Pedagang Kecil,Milik Sendiri,0,0,0,0,1,1,0,20,Tidak Miskin,Tidak Layak Menerima
1,8958892,Semi Permanen,Sungai,Tidak Ada,Ada,Petani,Sewa,0,1,1,0,1,1,0,15,Tidak Miskin,Tidak Layak Menerima
3,1398894,Tidak Permanen,Sumur,PLN,Ada,Petani,Milik Sendiri,1,0,0,1,1,0,1,70,Sangat Miskin,Bantuan Sembako
7,1069886,Tidak Permanen,Sumur,Tidak Ada,Tidak Ada,Buruh Harian Lepas,Kontrak,1,0,1,1,1,1,1,70,Sangat Miskin,Bantuan Sembako
5,1397199,Permanen,Sungai,Tidak Ada,Tidak Ada,Pegawai Swasta,Kontrak,1,0,0,0,0,1,0,60,Miskin,PKH
5,2322335,Permanen,PAM,PLN,Ada,Pegawai Swasta,Milik Sendiri,1,1,0,1,1,0,0,45,Rentan Miskin,BLT
7,5997886,Permanen,Sumur,Listrik Non-PLN,Ada,Pegawai Swasta,Kontrak,0,0,1,0,0,0,0,50,Miskin,PKH
3,7347707,Semi Permanen,PAM,Listrik Non-PLN,Tidak Ada,Pegawai Swasta,Sewa,0,1,0,1,1,0,0,25,Tidak Miskin,Tidak Layak Menerima
8,2391895,Tidak Permanen,Sungai,Listrik Non-PLN,Ada,Pedagang Kecil,Milik Sendiri,1,1,1,0,1,0,1,65,Miskin,PKH
5,3103390,Permanen,Sungai,Listrik Non-PLN,Ada,Petani,Milik Sendiri,1,0,1,0,1,0,0,55,Miskin,PKH
8,5084088,Permanen,PAM,PLN,Tidak Ada,Petani,Milik Sendiri,0,0,0,1,0,0,0,45,Rentan Miskin,BLT
2,8343267,Tidak Permanen,Sumur,PLN,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,0,0,1,0,1,0,1,50,Miskin,PKH
6,9145528,Permanen,PAM,Listrik Non-PLN,Tidak Ada,Pedagang Kecil,Kontrak,0,0,1,1,1,0,0,40,Rentan Miskin,BLT
3,6498001,Permanen,PAM,Listrik Non-PLN,Tidak Ada,Pegawai Swasta,Sewa,0,1,1,1,0,0,0,35,Rentan Miskin,BLT
4,1952686,Permanen,Sumur,PLN,Ada,Buruh Harian Lepas,Kontrak,1,1,1,1,1,0,0,45,Rentan Miskin,BLT
4,1436187,Semi Permanen,Sungai,PLN,Ada,Pegawai Swasta,Sewa,1,0,0,0,0,0,0,65,Miskin,PKH
7,671775,Permanen,PAM,Listrik Non-PLN,Tidak Ada,Petani,Sewa,1,1,0,1,0,0,0,60,Miskin,PKH
3,9497862,Permanen,Sungai,Tidak Ada,Tidak Ada,Pegawai Swasta,Sewa,0,0,1,1,0,1,0,35,Rentan Miskin,BLT
4,7251514,Permanen,PAM,Tidak Ada,Ada,Pedagang Kecil,Kontrak,0,0,0,0,1,1,0,25,Tidak Miskin,Tidak Layak Menerima
4,6993974,Tidak Permanen,PAM,PLN,Tidak Ada,Buruh Harian Lepas,Kontrak,0,0,1,1,0,0,1,65,Miskin,PKH
8,7198683,Permanen,Sumur,PLN,Ada,Buruh Harian Lepas,Sewa,0,1,1,1,0,0,0,40,Rentan Miskin,BLT
5,2278531,Semi Permanen,PAM,Listrik Non-PLN,Tidak Ada,Pedagang Kecil,Milik Sendiri,1,1,1,0,1,0,0,45,Rentan Miskin,BLT
5,996050,Semi Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Pedagang Kecil,Sewa,1,0,0,0,0,0,0,70,Sangat Miskin,Bantuan Sembako
8,8743687,Semi Permanen,Sungai,Listrik Non-PLN,Ada,Pedagang Kecil,Milik Sendiri,0,0,1,1,0,0,0,45,Rentan Miskin,BLT
5,6559384,Semi Permanen,Sungai,PLN,Tidak Ada,Pedagang Kecil,Sewa,0,1,0,1,0,0,0,40,Rentan Miskin,BLT
5,5445680,Tidak Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Petani,Sewa,0,0,1,1,1,0,1,60,Miskin,PKH
6,9355337,Tidak Permanen,PAM,PLN,Tidak Ada,Pegawai Swasta,Milik Sendiri,0,1,0,1,1,0,1,45,Rentan Miskin,BLT
7,6425119,Tidak Permanen,Sumur,PLN,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,0,1,1,1,0,0,1,55,Miskin,PKH
2,7332686,Semi Permanen,Sungai,Tidak Ada,Ada,Buruh Harian Lepas,Kontrak,0,0,1,1,1,1,0,25,Tidak Miskin,Tidak Layak Menerima
8,3852629,Semi Permanen,Sungai,Tidak Ada,Ada,Pegawai Swasta,Kontrak,1,0,0,0,0,1,0,60,Miskin,PKH
1,4355719,Permanen,PAM,Listrik Non-PLN,Ada,Pegawai Swasta,Sewa,1,0,1,0,0,0,0,65,Miskin,PKH
2,4453825,Permanen,Sumur,Listrik Non-PLN,Ada,Pegawai Swasta,Milik Sendiri,1,0,1,1,1,0,0,50,Miskin,PKH
1,6149014,Tidak Permanen,PAM,PLN,Ada,Petani,Kontrak,0,1,0,0,0,0,1,55,Miskin,PKH
6,1666345,Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,1,1,0,0,1,0,0,45,Rentan Miskin,BLT
2,3372320,Semi Permanen,Sungai,Listrik Non-PLN,Ada,Pedagang Kecil,Milik Sendiri,1,1,0,1,0,0,0,50,Miskin,PKH
8,760800,Permanen,Sumur,Listrik Non-PLN,Ada,Pegawai Swasta,Milik Sendiri,1,1,0,0,0,0,0,55,Miskin,PKH
4,2286780,Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Pegawai Swasta,Sewa,1,0,1,0,1,0,0,55,Miskin,PKH
7,5322216,Permanen,PAM,PLN,Ada,Buruh Harian Lepas,Milik Sendiri,0,1,1,1,1,0,0,25,Tidak Miskin,Tidak Layak Menerima
2,921550,Permanen,Sumur,Listrik Non-PLN,Ada,Pedagang Kecil,Sewa,1,1,1,1,0,0,0,55,Miskin,PKH
5,1238745,Permanen,Sungai,Listrik Non-PLN,Ada,Pegawai Swasta,Kontrak,1,0,1,0,0,0,0,70,Sangat Miskin,Bantuan Sembako
2,6154491,Semi Permanen,PAM,PLN,Tidak Ada,Pegawai Swasta,Milik Sendiri,0,1,1,1,0,0,0,30,Rentan Miskin,BLT
5,4124443,Tidak Permanen,Sungai,Tidak Ada,Ada,Petani,Kontrak,1,0,1,1,0,1,1,80,Sangat Miskin,Bantuan Sembako
5,1772863,Permanen,Sumur,Tidak Ada,Tidak Ada,Petani,Kontrak,1,0,0,0,0,1,0,60,Miskin,PKH
6,2861699,Tidak Permanen,Sumur,Listrik Non-PLN,Ada,Pegawai Swasta,Kontrak,1,0,0,0,0,0,1,90,Sangat Miskin,Bantuan Sembako
8,4571629,Tidak Permanen,Sumur,Tidak Ada,Tidak Ada,Buruh Harian Lepas,Kontrak,0,0,1,0,1,1,1,50,Miskin,PKH
4,3098516,Tidak Permanen,Sungai,Listrik Non-PLN,Ada,Petani,Kontrak,1,1,1,0,1,0,1,65,Miskin,PKH
7,4840901,Permanen,Sungai,PLN,Tidak Ada,Pedagang Kecil,Sewa,0,0,1,0,0,0,0,50,Miskin,PKH
8,975752,Tidak Permanen,Sungai,Tidak Ada,Ada,Petani,Milik Sendiri,1,1,1,0,0,1,1,65,Miskin,PKH
7,8055100,Permanen,Sumur,Listrik Non-PLN,Ada,Pegawai Swasta,Milik Sendiri,0,1,1,1,1,0,0,25,Tidak Miskin,Tidak Layak Menerima
2,9456623,Semi Permanen,PAM,Tidak Ada,Ada,Petani,Milik Sendiri,0,0,0,0,1,1,0,20,Tidak Miskin,Tidak Layak Menerima
4,7185010,Tidak Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Petani,Sewa,0,1,0,1,0,0,1,55,Miskin,PKH
1,8989465,Semi Permanen,Sungai,Listrik Non-PLN,Ada,Pedagang Kecil,Milik Sendiri,0,0,1,1,1,0,0,30,Rentan Miskin,BLT
2,1149272,Tidak Permanen,PAM,PLN,Ada,Buruh Harian Lepas,Milik Sendiri,1,1,1,1,1,0,1,60,Miskin,PKH
8,3787053,Tidak Permanen,PAM,Tidak Ada,Tidak Ada,Pegawai Swasta,Kontrak,1,1,1,0,0,1,1,70,Sangat Miskin,Bantuan Sembako
1,2800066,Permanen,Sungai,Tidak Ada,Tidak Ada,Pegawai Swasta,Sewa,1,1,0,1,0,1,0,45,Rentan Miskin,BLT
4,5230570,Permanen,Sumur,Tidak Ada,Ada,Pegawai Swasta,Sewa,0,0,0,0,0,1,0,35,Rentan Miskin,BLT
7,2923468,Tidak Permanen,PAM,PLN,Tidak Ada,Petani,Sewa,1,0,1,1,0,0,1,90,Sangat Miskin,Bantuan Sembako
7,5623586,Semi Permanen,PAM,Listrik Non-PLN,Tidak Ada,Pegawai Swasta,Kontrak,0,1,0,0,1,0,0,30,Rentan Miskin,BLT
8,1511508,Tidak Permanen,Sungai,Listrik Non-PLN,Ada,Buruh Harian Lepas,Kontrak,1,1,0,1,0,0,1,80,Sangat Miskin,Bantuan Sembako
4,7390911,Permanen,Sungai,Tidak Ada,Tidak Ada,Petani,Kontrak,0,0,0,1,0,1,0,35,Rentan Miskin,BLT
2,7517598,Semi Permanen,Sungai,Tidak Ada,Tidak Ada,Pedagang Kecil,Milik Sendiri,0,1,1,0,0,1,0,20,Tidak Miskin,Tidak Layak Menerima
8,6781886,Semi Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Petani,Kontrak,0,1,0,1,0,0,0,40,Rentan Miskin,BLT
1,1441001,Semi Permanen,Sungai,Listrik Non-PLN,Ada,Pegawai Swasta,Kontrak,1,0,1,0,0,0,0,65,Miskin,PKH
4,6674920,Semi Permanen,PAM,Listrik Non-PLN,Ada,Pegawai Swasta,Sewa,0,0,1,1,0,0,0,45,Rentan Miskin,BLT
2,7067496,Semi Permanen,PAM,Tidak Ada,Tidak Ada,Pedagang Kecil,Sewa,0,0,0,1,0,1,0,35,Rentan Miskin,BLT
8,7902735,Tidak Permanen,PAM,PLN,Ada,Pegawai Swasta,Sewa,0,1,1,0,1,0,1,50,Miskin,PKH
8,923468,Semi Permanen,Sungai,Listrik Non-PLN,Ada,Pegawai Swasta,Sewa,1,1,1,1,0,0,0,60,Miskin,PKH
2,943569,Semi Permanen,PAM,PLN,Tidak Ada,Pedagang Kecil,Kontrak,1,1,0,1,0,0,0,55,Miskin,PKH
4,5984603,Permanen,Sumur,Tidak Ada,Ada,Petani,Sewa,0,0,0,0,0,1,0,35,Rentan Miskin,BLT
6,6934114,Tidak Permanen,Sungai,Listrik Non-PLN,Ada,Buruh Harian Lepas,Milik Sendiri,0,0,1,0,0,0,1,65,Miskin,PKH
1,3016222,Tidak Permanen,Sumur,PLN,Ada,Pegawai Swasta,Sewa,1,1,1,0,0,0,1,75,Sangat Miskin,Bantuan Sembako
7,8655640,Permanen,Sumur,PLN,Ada,Pegawai Swasta,Kontrak,0,0,0,1,0,0,0,50,Miskin,PKH
1,8189450,Semi Permanen,Sumur,Tidak Ada,Ada,Petani,Sewa,0,1,0,0,1,1,0,15,Tidak Miskin,Tidak Layak Menerima
5,1314654,Tidak Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Pedagang Kecil,Milik Sendiri,1,1,0,1,0,0,1,75,Sangat Miskin,Bantuan Sembako
6,1754318,Semi Permanen,Sumur,Tidak Ada,Tidak Ada,Pegawai Swasta,Milik Sendiri,1,0,1,1,0,1,0,55,Miskin,PKH
8,4313689,Tidak Permanen,PAM,Tidak Ada,Tidak Ada,Pedagang Kecil,Kontrak,1,1,1,0,1,1,1,60,Miskin,PKH
2,7420120,Tidak Permanen,PAM,PLN,Tidak Ada,Petani,Sewa,0,0,1,1,0,0,1,65,Miskin,PKH
6,4848912,Permanen,Sungai,Tidak Ada,Tidak Ada,Petani,Kontrak,0,1,0,0,1,1,0,20,Tidak Miskin,Tidak Layak Menerima
6,1598889,Permanen,Sumur,Tidak Ada,Tidak Ada,Pedagang Kecil,Sewa,1,0,1,0,0,1,0,60,Miskin,PKH
4,9544657,Tidak Permanen,PAM,Listrik Non-PLN,Tidak Ada,Petani,Sewa,0,1,1,0,0,0,1,55,Miskin,PKH
6,8071780,Semi Permanen,PAM,Tidak Ada,Tidak Ada,Pegawai Swasta,Kontrak,0,0,0,0,1,1,0,30,Rentan Miskin,BLT
5,8341630,Permanen,Sumur,Tidak Ada,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,0,0,0,1,1,1,0,25,Tidak Miskin,Tidak Layak Menerima
5,3550866,Semi Permanen,Sumur,PLN,Ada,Pedagang Kecil,Kontrak,1,1,0,1,0,0,0,60,Miskin,PKH
4,4841714,Tidak Permanen,Sungai,Tidak Ada,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,0,1,0,1,0,1,1,40,Rentan Miskin,BLT
5,1791844,Tidak Permanen,Sumur,PLN,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,1,0,0,1,0,0,1,85,Sangat Miskin,Bantuan Sembako
2,4375361,Permanen,Sumur,PLN,Tidak Ada,Pedagang Kecil,Milik Sendiri,1,0,0,1,0,0,0,60,Miskin,PKH
1,8312989,Permanen,Sumur,Tidak Ada,Ada,Petani,Kontrak,0,0,0,0,1,1,0,25,Tidak Miskin,Tidak Layak Menerima
6,4646153,Permanen,Sumur,Tidak Ada,Ada,Pegawai Swasta,Sewa,0,1,1,0,1,1,0,20,Tidak Miskin,Tidak Layak Menerima
1,5464088,Tidak Permanen,Sumur,Tidak Ada,Tidak Ada,Petani,Kontrak,0,0,1,1,0,1,1,55,Miskin,PKH
3,2678428,Tidak Permanen,Sumur,PLN,Tidak Ada,Buruh Harian Lepas,Sewa,1,1,1,0,0,0,1,75,Sangat Miskin,Bantuan Sembako
6,5661954,Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Petani,Sewa,0,0,0,1,1,0,0,40,Rentan Miskin,BLT
5,3890447,Permanen,Sumur,Tidak Ada,Ada,Pedagang Kecil,Milik Sendiri,1,1,0,0,0,1,0,45,Rentan Miskin,BLT
2,2323328,Semi Permanen,PAM,Tidak Ada,Tidak Ada,Buruh Harian Lepas,Kontrak,1,0,1,1,1,1,0,45,Rentan Miskin,BLT
1,4719189,Permanen,Sungai,Tidak Ada,Ada,Pegawai Swasta,Milik Sendiri,0,0,0,0,0,1,0,30,Rentan Miskin,BLT
7,1959449,Tidak Permanen,PAM,Tidak Ada,Ada,Petani,Kontrak,1,1,1,1,0,1,1,70,Sangat Miskin,Bantuan Sembako
6,3315409,Tidak Permanen,Sumur,PLN,Tidak Ada,Petani,Milik Sendiri,1,0,0,0,0,0,1,85,Sangat Miskin,Bantuan Sembako
5,8706068,Permanen,Sumur,PLN,Ada,Petani,Sewa,0,1,1,1,0,0,0,40,Rentan Miskin,BLT
2,5213610,Semi Permanen,PAM,Tidak Ada,Tidak Ada,Pedagang Kecil,Kontrak,0,0,1,1,1,1,0,25,Tidak Miskin,Tidak Layak Menerima
3,1921411,Permanen,Sungai,Tidak Ada,Tidak Ada,Buruh Harian Lepas,Kontrak,1,0,0,1,1,1,0,45,Rentan Miskin,BLT
6,8376654,Semi Permanen,Sumur,Tidak Ada,Ada,Petani,Sewa,0,1,1,1,1,1,0,20,Tidak Miskin,Tidak Layak Menerima
6,5243731,Semi Permanen,PAM,Listrik Non-PLN,Ada,Petani,Milik Sendiri,0,0,0,1,0,0,0,45,Rentan Miskin,BLT
8,5839335,Permanen,Sumur,Listrik Non-PLN,Ada,Buruh Harian Lepas,Milik Sendiri,0,1,0,0,1,0,0,25,Tidak Miskin,Tidak Layak Menerima
2,7305351,Tidak Permanen,Sumur,PLN,Ada,Buruh Harian Lepas,Kontrak,0,1,1,1,0,0,1,55,Miskin,PKH
7,9809483,Semi Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Pedagang Kecil,Kontrak,0,1,1,0,1,0,0,30,Rentan Miskin,BLT
2,7310966,Tidak Permanen,Sumur,Tidak Ada,Ada,Buruh Harian Lepas,Sewa,0,1,1,0,0,1,1,45,Rentan Miskin,BLT
4,8223206,Tidak Permanen,Sungai,Tidak Ada,Tidak Ada,Pegawai Swasta,Sewa,0,0,1,0,1,1,1,45,Rentan Miskin,BLT
8,6705223,Permanen,PAM,Tidak Ada,Tidak Ada,Petani,Sewa,0,0,0,1,1,1,0,30,Rentan Miskin,BLT
3,4059090,Permanen,PAM,PLN,Tidak Ada,Pedagang Kecil,Kontrak,1,0,1,0,1,0,0,55,Miskin,PKH
6,9684032,Semi Permanen,PAM,PLN,Tidak Ada,Petani,Milik Sendiri,0,1,1,1,1,0,0,25,Tidak Miskin,Tidak Layak Menerima
5,9805225,Semi Permanen,Sumur,PLN,Ada,Pedagang Kecil,Kontrak,0,0,0,0,0,0,0,50,Miskin,PKH
3,1218415,Semi Permanen,PAM,Listrik Non-PLN,Tidak Ada,Petani,Milik Sendiri,1,0,0,1,1,0,0,50,Miskin,PKH
6,1705159,Tidak Permanen,PAM,PLN,Tidak Ada,Buruh Harian Lepas,Sewa,1,1,1,1,1,0,1,70,Sangat Miskin,Bantuan Sembako
1,4174767,Semi Permanen,Sungai,PLN,Ada,Pedagang Kecil,Kontrak,1,1,1,1,0,0,0,55,Miskin,PKH
5,9691161,Semi Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Pedagang Kecil,Milik Sendiri,0,1,1,1,0,0,0,35,Rentan Miskin,BLT
2,8561573,Tidak Permanen,Sumur,Tidak Ada,Ada,Pedagang Kecil,Milik Sendiri,0,1,0,1,1,1,1,30,Rentan Miskin,BLT
6,9607070,Semi Permanen,Sumur,PLN,Ada,Buruh Harian Lepas,Milik Sendiri,0,0,0,0,1,0,0,35,Rentan Miskin,BLT
6,2384393,Semi Permanen,Sumur,PLN,Ada,Buruh Harian Lepas,Kontrak,1,0,0,1,1,0,0,60,Miskin,PKH
7,9913926,Tidak Permanen,Sumur,Tidak Ada,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,0,0,0,1,1,1,1,45,Rentan Miskin,BLT
1,1372079,Permanen,PAM,Listrik Non-PLN,Ada,Pegawai Swasta,Sewa,1,1,0,0,0,0,0,55,Miskin,PKH
1,3238034,Tidak Permanen,PAM,Tidak Ada,Tidak Ada,Pegawai Swasta,Sewa,1,0,0,0,0,1,1,75,Sangat Miskin,Bantuan Sembako
8,609944,Tidak Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Pedagang Kecil,Sewa,1,0,1,0,0,0,1,90,Sangat Miskin,Bantuan Sembako
7,1832104,Semi Permanen,Sungai,Listrik Non-PLN,Ada,Pegawai Swasta,Sewa,1,0,1,1,1,0,0,60,Miskin,PKH
3,4356890,Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,1,0,0,1,0,0,0,60,Miskin,PKH
6,5702283,Tidak Permanen,PAM,PLN,Tidak Ada,Pedagang Kecil,Kontrak,0,0,1,0,0,0,1,70,Sangat Miskin,Bantuan Sembako
5,1627813,Semi Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Pedagang Kecil,Kontrak,1,1,1,0,1,0,0,50,Miskin,PKH
1,2291601,Permanen,Sumur,Tidak Ada,Tidak Ada,Petani,Milik Sendiri,1,1,1,1,0,1,0,40,Rentan Miskin,BLT
7,2668860,Permanen,PAM,PLN,Ada,Buruh Harian Lepas,Kontrak,1,1,1,0,0,0,0,60,Miskin,PKH
8,4594584,Tidak Permanen,Sumur,Tidak Ada,Ada,Petani,Kontrak,0,1,0,0,0,1,1,50,Miskin,PKH
4,5643452,Tidak Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Buruh Harian Lepas,Sewa,0,1,1,0,1,0,1,45,Rentan Miskin,BLT
2,8201974,Permanen,Sungai,PLN,Ada,Pegawai Swasta,Milik Sendiri,0,1,0,1,0,0,0,30,Rentan Miskin,BLT
7,5378372,Tidak Permanen,Sumur,PLN,Ada,Pegawai Swasta,Kontrak,0,0,0,0,1,0,1,60,Miskin,PKH
1,2094675,Tidak Permanen,Sumur,Tidak Ada,Ada,Pedagang Kecil,Milik Sendiri,1,1,1,0,1,1,1,50,Miskin,PKH
1,5686938,Permanen,Sumur,Listrik Non-PLN,Ada,Buruh Harian Lepas,Kontrak,0,0,1,1,1,0,0,35,Rentan Miskin,BLT
6,9589373,Semi Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Pegawai Swasta,Milik Sendiri,0,0,0,0,0,0,0,45,Rentan Miskin,BLT
4,1405976,Tidak Permanen,Sungai,PLN,Tidak Ada,Petani,Sewa,1,1,0,1,0,0,1,75,Sangat Miskin,Bantuan Sembako
6,8522836,Semi Permanen,PAM,PLN,Ada,Petani,Sewa,0,0,1,1,1,0,0,40,Rentan Miskin,BLT
7,1685328,Permanen,Sumur,Tidak Ada,Ada,Pegawai Swasta,Sewa,1,0,0,1,1,1,0,50,Miskin,PKH
3,945436,Permanen,Sungai,Listrik Non-PLN,Ada,Pedagang Kecil,Sewa,1,1,0,1,1,0,0,45,Rentan Miskin,BLT
7,8535522,Semi Permanen,Sumur,Listrik Non-PLN,Ada,Buruh Harian Lepas,Sewa,0,1,0,1,0,0,0,40,Rentan Miskin,BLT
1,8756681,Permanen,Sungai,PLN,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,0,1,0,1,1,0,0,20,Tidak Miskin,Tidak Layak Menerima
8,9980121,Tidak Permanen,Sumur,Listrik Non-PLN,Ada,Buruh Harian Lepas,Milik Sendiri,0,0,0,0,0,0,1,65,Miskin,PKH
1,4698081,Permanen,Sungai,Tidak Ada,Tidak Ada,Pegawai Swasta,Sewa,0,1,0,1,0,1,0,25,Tidak Miskin,Tidak Layak Menerima
1,5429058,Semi Permanen,PAM,Tidak Ada,Ada,Buruh Harian Lepas,Sewa,0,1,0,0,1,1,0,15,Tidak Miskin,Tidak Layak Menerima
6,8966562,Semi Permanen,Sumur,Tidak Ada,Tidak Ada,Petani,Milik Sendiri,0,0,0,0,0,1,0,35,Rentan Miskin,BLT
2,7803013,Permanen,PAM,Listrik Non-PLN,Tidak Ada,Pedagang Kecil,Sewa,0,1,0,1,0,0,0,35,Rentan Miskin,BLT
4,1457754,Semi Permanen,PAM,Tidak Ada,Tidak Ada,Pedagang Kecil,Sewa,1,1,0,0,0,1,0,45,Rentan Miskin,BLT
6,1142007,Tidak Permanen,Sumur,Tidak Ada,Ada,Petani,Sewa,1,1,0,1,1,1,1,60,Miskin,PKH
8,6339071,Semi Permanen,Sumur,Tidak Ada,Tidak Ada,Petani,Kontrak,0,0,1,0,0,1,0,40,Rentan Miskin,BLT
4,7016639,Permanen,Sungai,PLN,Ada,Petani,Sewa,0,1,0,0,1,0,0,25,Tidak Miskin,Tidak Layak Menerima
2,9038229,Tidak Permanen,Sumur,PLN,Ada,Pedagang Kecil,Milik Sendiri,0,1,0,0,0,0,1,50,Miskin,PKH
3,6649244,Permanen,Sungai,PLN,Tidak Ada,Pegawai Swasta,Kontrak,0,1,1,1,1,0,0,25,Tidak Miskin,Tidak Layak Menerima
5,3949142,Semi Permanen,PAM,Tidak Ada,Ada,Pedagang Kecil,Milik Sendiri,1,1,0,1,1,1,0,35,Rentan Miskin,BLT
8,4830293,Semi Permanen,PAM,Tidak Ada,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,0,1,1,1,0,1,0,25,Tidak Miskin,Tidak Layak Menerima
1,7107990,Permanen,Sungai,PLN,Ada,Petani,Kontrak,0,0,1,1,0,0,0,45,Rentan Miskin,BLT
7,8463444,Tidak Permanen,Sungai,PLN,Ada,Petani,Kontrak,0,1,1,0,0,0,1,60,Miskin,PKH
3,2361703,Tidak Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,1,1,1,0,0,0,1,70,Sangat Miskin,Bantuan Sembako
4,3044941,Tidak Permanen,Sumur,PLN,Ada,Pegawai Swasta,Milik Sendiri,1,0,1,1,0,0,1,80,Sangat Miskin,Bantuan Sembako
7,4115073,Semi Permanen,PAM,PLN,Ada,Buruh Harian Lepas,Sewa,1,0,1,1,0,0,0,70,Sangat Miskin,Bantuan Sembako
